Objeto,Tipo,Propiedad,Modificacion,Check,Chutado,Otro
FN_MAVIDM0265TicketdeCobroxMonto,Table Function,SoloDeMavi,SoloDeMavi,0,0,
FN_MAVIDM0273ValidacionSoporte,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
fn_MaviDM0285validaIdecommerce,Table Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviDM0500BValidar,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviDV,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviDVNotaCargo,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviEndosoXMov,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviEndosoxMovAnaCartera,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviEndosoxMovEstCta,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
FN_MaviFacturaConDescuento,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviFechafinal,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviFechaMesInicio,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviFechaPQ,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviFechaQuincenaInicio,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
fn_MAVIFechaRegresaVac,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
fn_MaviFechaUltimoAbonoBuro,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
FN_MaviFechaUltimoCobro,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviFIM,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviFIMNotaCargo,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviFinanNCa,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
FN_MAVIGastoCondiciones,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviImpCobrosMov,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviImporteGastoD,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviImporteMov,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
fn_MaviImpteBonifAplicadas,Table Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviIncapacidades,Table Function,SoloDeMavi,SoloDeMavi,0,0,
FN_MAVIINTL603Reporte,Table Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviLocalizaCoordProm3Quin,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviLocalizadoresProm3Quin,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
fn_Mavimodtesom,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
fn_MaviMontoDocMaviBuro,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
fn_MaviMontoPentFactBuro,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviMoratoriosFactura,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviMoratoriosFacturaPadre,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
fn_MaviNoDocumentosBuro,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviNomenclaturaCondi,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
fn_MaviNumDocsPendCXC,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviNumQuincena,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
fn_MaviNumSuc,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviOrigenEndoso,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviOrigenMov,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviOrigenMovEstCta,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviOrigenMovimiento,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviOrigenMovimientoOld,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviOrigenMovVenta,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
fn_MaviPagosQuincenales,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
FN_MAVIPersonalaincluir,Table Function,SoloDeMavi,SoloDeMavi,0,0,
Fn_MaviPrimerVencimiento,Scalar Function,SoloDeMavi,SoloDeMavi,0,0,
